Name,VmId,address,status,lat,lng,Hours,nBatteries,Records,MaintenanceRecord
新北市萬板高架橋下停車場站(多站),0b73ddf9-83df-41c7-a89b-f8dae4098532,新北市板橋區萬板路310號對面(近萬板路/雙十路二段口),已啟用,25.025171,121.477644,24HR,46 ,"['2020-11-24 10:11:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-07-14 10:01:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
臺鐵千甲車站,0b7e301d-3bb8-4a67-80e4-2bc67999b9be,新竹市東區千甲路142號(近YouBike 千甲火車站),已啟用,24.807208,121.001892,24HR,24 ,"['2021-09-09 10:11:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-09-10 09:16:00 ~ 將狀態 100 改回建置中', '2021-09-14 12:36:00 ~ 狀態變更為 100 (即將啟用)', '2021-12-15 13:26:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
新北市鷺江立體停車場站(多站),0b86f3c5-989e-4d12-b508-b2fd4ce0ca79,新北市蘆洲區民權路26號(近民權路/民權路3巷口),已啟用,25.086104,121.47674,24HR,34 ,"['2020-05-21 18:55:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-05-26 12:20:00 ~ 將狀態 100 改回建置中', '2020-05-26 14:05:00 ~ 啟用', '2020-05-26 18:25:00 ~ 將已啟用改回建置中', '2020-06-09 18:15:00 ~ 啟用', '2020-06-12 10:05:00 ~ 將已啟用改回建置中', '2020-06-12 13:55:00 ~ 啟用', '2020-06-12 15:55:00 ~ 將已啟用改回建置中', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-08-17 13:06:00 ~ 2020-08-18 13:06:00', '2020-08-17 13:06:00 ~ 2020-08-18 13:06:00', '2020-06-09 21:44:00 ~ 2020-06-16 21:44:00', '2020-06-09 21:44:00 ~ 2020-06-15 21:44:00', '2020-06-09 21:44:00 ~ 2020-06-14 21:44:00']"
臺中市永興停車場站(多站),0b961ce7-1700-4281-887c-ae10a84770c1,臺中市北區太原路、永興街(近太原路/永興街路口),已啟用,24.165032,120.681851,24HR,76 ,"['2020-09-15 16:51:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-10-27 12:36:00 ~ 啟用', '2020-10-27 16:41:00 ~ 更改 GPS 位置', '2020-10-27 19:41:00 ~ 更改 GPS 位置', '2021-02-20 10:51:00 ~ 更改 GPS 位置']","['2021-07-27 03:45:00 ~ 2021-07-28 03:45:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00', '2021-04-26 10:00:00 ~ 2021-04-26 18:00:00']"
中油國賓加油站,0bc50aa2-e590-4ffe-8b26-ff566513c249,台南市佳里區同安寮1之9號(近NISSAN汽車),已啟用,23.165475,120.18869,24HR,24 ,"['2020-09-28 10:51:00 ~ 新增建置中', '2020-12-03 12:06:00 ~ 啟用', '2020-12-14 09:36:00 ~ 更改地址', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00', '2021-07-31 11:49:00 ~ 2021-08-18 11:49:00']"
Gogoro 桃園中華門市店站,0be35a1c-a599-47c3-ae58-c157a8bcdcdd,桃園市桃園區中華路10號(近中華路/民權路口),已啟用,24.991272,121.311672,24HR,24 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],[]
中油萬隆加油站,0be5512d-6109-4393-88aa-a382b1dcb9c6,台北市文山區興隆路一段13號(近台北花木批發市場),已啟用,25.004494,121.539192,24HR,30 ,"['2018-12-26 16:05:00 ~ 新增建置中', '2019-01-09 21:55:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-28 15:20:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00', '2020-12-24 18:00:00 ~ 2021-02-28 23:59:00']"
三重後竹圍親子館站,0be82703-e711-4461-aea5-42a03e644061,新北市三重區忠孝路一段37號(近後竹圍親子館閱覽室),已啟用,25.072145,121.491046,24HR,32 ,"['2019-05-10 11:10:00 ~ 新增建置中', '2019-05-17 16:45:00 ~ 狀態變更為 100 (即將啟用)', '2019-06-28 11:45:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-10-21 16:14:00 ~ 2020-10-22 16:14:00', '2020-10-17 01:46:00 ~ 2020-10-18 01:46:00', '2020-10-17 01:46:00 ~ 2020-10-18 01:46:00', '2020-10-17 01:46:00 ~ 2020-10-18 01:46:00', '2020-10-17 01:46:00 ~ 2020-10-18 01:46:00', '2020-10-17 01:46:00 ~ 2020-10-18 01:46:00', '2020-10-17 01:46:00 ~ 2020-10-18 01:46:00', '2020-10-13 08:00:00 ~ 2020-10-14 08:00:00', '2020-10-13 08:00:00 ~ 2020-10-14 08:00:00', '2020-10-13 08:00:00 ~ 2020-10-14 08:00:00']"
814生鮮超市龍泉店站(多站),0c033569-d2b3-412e-aba9-6d507b904a0f,屏東縣內埔鄉昭勝路281號(近昭勝路/龍真路),已啟用,22.674976,120.600804,24HR,52 ,[],[]
中油千億加油站,0c0ea3eb-8c64-4fbe-a55f-0a4af49634b3,桃園市平鎮區延平路三段489號(近延平路三段/快速路三段口),已啟用,24.931689,121.197984,24HR,24 ,"['2021-10-24 23:46:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-10-27 13:41:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
新北市新店高中地下停車場站(多站),0c2ece40-a575-4612-950d-8ba19c0955a9,新北市新店區三民路161號(近三民路/百忍街43巷3弄交叉口),已啟用,24.974688,121.534401,24HR,50 ,"['2020-04-09 17:10:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-04-19 11:50:00 ~ 更改 GPS 位置', '2020-04-19 14:50:00 ~ 更改 GPS 位置', '2020-05-08 16:15:00 ~ 啟用', '2020-07-27 14:11:00 ~ 更改地址敘述', '2021-02-20 11:31:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-12-04 15:30:00 ~ 2020-12-05 15:30:00', '2020-12-04 15:30:00 ~ 2020-12-05 15:30:00', '2020-09-05 12:58:00 ~ 2020-09-06 12:58:00', '2020-09-05 12:58:00 ~ 2020-09-06 12:58:00', '2020-09-05 12:58:00 ~ 2020-09-06 12:58:00', '2020-09-03 04:46:00 ~ 2020-09-04 04:46:00', '2020-09-03 04:46:00 ~ 2020-09-04 04:46:00', '2020-09-03 04:46:00 ~ 2020-09-04 04:46:00', '2020-08-10 14:46:00 ~ 2020-08-11 14:46:00']"
新北市仁信段平面停車場站(多站),0c500ffe-4eb9-4737-844b-105dc45d834b,新北市三重區元信二街176巷旁(近元信二街及元信二街176巷口),已啟用,25.078995,121.495959,24HR,44 ,"['2020-05-15 16:25:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-05-19 11:50:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-11-02 11:15:00 ~ 2020-11-02 16:00:00', '2020-11-02 11:15:00 ~ 2020-11-02 16:00:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00', '2020-09-19 19:29:00 ~ 2020-09-20 19:29:00']"
中油官田工業區加油站,0c72499e-215b-4f24-8dc0-3e65b6320945,台南市官田區二鎮里工業路23-1號(近建業路/工業路口),已啟用,23.210508,120.322963,24HR,16 ,"['2018-12-21 12:20:00 ~ 新增建置中', '2018-12-24 12:05:00 ~ 狀態變更為 100 (即將啟用)', '2019-05-23 12:05:00 ~ 啟用', '2020-07-03 13:20:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2021-05-19 10:00:00 ~ 2021-05-19 17:00:00', '2019-12-22 09:00:00 ~ 2019-12-22 17:00:00', '2019-11-04 17:36:00 ~ 2019-11-05 17:36:00', '2019-11-04 17:23:00 ~ 2019-11-05 17:23:00']"
7-ELEVEN 亮宏店站,0c9fac79-c3c8-4ef2-b3ca-46b2187b77ff,高雄市鳳山區文德里文衡路558號1樓(近文衡路/文安街口),已啟用,22.641637,120.347648,24HR,34 ,"['2018-10-16 18:05:00 ~ 新增建置中', '2018-10-19 18:35:00 ~ 狀態變更為 100 (即將啟用)', '2018-10-26 10:10:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00', '2021-08-13 18:30:00 ~ 2021-08-20 18:00:00']"
MissGreen 美式蔬食餐廳站,0cb4ff83-ed39-4a5c-baac-1be5d494cfb3,台北市大安區敦化南路二段63巷28號(近立人國際國民中小學),已啟用,25.030885,121.55059,24HR,12 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-07 02:52:00 ~ 2021-08-08 02:52:00', '2021-08-04 00:42:00 ~ 2021-08-05 00:42:00', '2021-08-03 23:00:00 ~ 2021-08-04 18:00:00', '2021-08-03 23:00:00 ~ 2021-08-04 18:00:00', '2021-08-03 23:00:00 ~ 2021-08-04 18:00:00', '2021-08-03 23:00:00 ~ 2021-08-04 18:00:00', '2021-08-03 23:00:00 ~ 2021-08-04 18:00:00', '2021-08-03 23:00:00 ~ 2021-08-04 18:00:00', '2021-08-04 00:42:00 ~ 2021-08-05 00:42:00', '2021-08-04 00:42:00 ~ 2021-08-05 00:42:00']"
全家土城頂埔店站,0cc9e3d5-881b-4249-8d90-1db58c0ac921,新北市土城區中央路四段262號(近新北市土城區頂埔國民小學),已啟用,24.95681,121.414774,24HR,34 ,"['2019-10-05 21:55:00 ~ 新增建置中', '2019-10-05 22:35:00 ~ 更改站名', '2019-11-22 13:50:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-29 15:50:00 ~ 更改地址', '2019-11-29 17:10:00 ~ 啟用', '2020-04-01 17:55:00 ~ 將已啟用改回建置中', '2020-04-21 17:45:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-12-27 19:53:00 ~ 2020-12-28 19:53:00', '2020-11-15 15:31:00 ~ 2020-11-16 15:31:00', '2020-11-15 15:31:00 ~ 2020-11-16 15:31:00', '2020-11-04 19:49:00 ~ 2020-11-06 19:49:00', '2020-11-04 19:49:00 ~ 2020-11-05 19:49:00', '2020-11-04 19:49:00 ~ 2020-11-05 19:49:00', '2020-11-04 19:49:00 ~ 2020-11-05 19:49:00', '2020-11-04 19:49:00 ~ 2020-11-05 19:49:00', '2020-10-23 19:02:00 ~ 2020-10-24 19:02:00', '2020-10-23 19:02:00 ~ 2020-10-24 19:02:00']"
宏佳騰嘉義興業西店站,0cd80523-b2dd-4678-800f-448cb9ce5e08,嘉義市西區興業西路17.19號(近興業西路/民生南路口),已啟用,23.468395,120.44584,24HR,18 ,"['2019-07-12 10:35:00 ~ 新增建置中', '2019-08-08 11:45:00 ~ 狀態變更為 100 (即將啟用)', '2019-08-29 12:55:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-15 13:20:00 ~ 2021-08-16 13:20:00', '2021-08-12 00:42:00 ~ 2021-08-13 00:42:00', '2021-08-12 00:42:00 ~ 2021-08-13 00:42:00', '2020-11-30 16:59:00 ~ 2020-12-01 16:59:00', '2020-11-30 16:59:00 ~ 2020-12-01 16:59:00', '2020-11-27 23:26:00 ~ 2020-11-29 23:26:00', '2020-11-27 23:26:00 ~ 2020-11-29 23:26:00', '2020-11-27 23:26:00 ~ 2020-11-29 23:26:00', '2020-11-27 23:26:00 ~ 2020-11-29 23:26:00', '2020-09-26 06:34:00 ~ 2020-09-27 06:34:00']"
全家土城新亞店站,0ce581ba-0851-4ff8-8cd8-840bc5152b39,新北市土城區亞洲路57號(近大安路/亞洲路口),已啟用,24.971136,121.433338,24HR,32 ,"['2019-10-05 22:15:00 ~ 新增建置中', '2019-12-05 23:50:00 ~ 狀態變更為 100 (即將啟用)', '2019-12-12 16:35:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-11-20 08:44:00 ~ 2020-11-21 08:44:00', '2020-11-20 08:44:00 ~ 2020-11-21 08:44:00', '2020-11-20 08:44:00 ~ 2020-11-21 08:44:00', '2020-11-20 08:44:00 ~ 2020-11-21 08:44:00', '2020-11-04 19:48:00 ~ 2020-11-05 19:48:00', '2020-11-04 19:48:00 ~ 2020-11-05 19:48:00', '2020-10-12 09:36:00 ~ 2020-10-13 09:36:00', '2020-10-12 09:36:00 ~ 2020-10-13 09:36:00', '2020-07-10 10:55:00 ~ 2020-07-10 15:00:00', '2019-12-12 16:48:00 ~ 2019-12-13 16:48:00']"
臺中市東區區公所站(多站),0ce58a82-f9f6-49fb-b102-77df5119a70f,臺中市東區長福路245號(近長福路/東區五街路口),已啟用,24.137038,120.703963,24HR,50 ,"['2021-03-31 15:26:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-04-08 17:31:00 ~ 將狀態 100 改回建置中', '2021-04-14 16:11:00 ~ 狀態變更為 100 (即將啟用)', '2021-04-23 14:06:00 ~ 啟用', '2021-05-04 13:16:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00', '2021-04-29 16:00:00 ~ 2021-05-26 18:00:00']"
中油潭子加油站,0cf1e081-4dec-4579-8a7c-cbee17d18d6e,台中市潭子區中山路三段409號(近中山路三段/豐栗路口),已啟用,24.231314,120.708372,24HR,24 ,[],[]
中油台糖龍林加油站,0d5426a2-df79-4b8c-b47f-798cb5929e8b,雲林縣褒忠鄉潮厝46-18號(近台19/縣道158甲),已啟用,23.719955,120.327562,24HR,24 ,"['2021-10-07 18:11:00 ~ 新增建置中', '2021-10-08 15:26:00 ~ 更改站名', '2021-10-13 11:06:00 ~ 狀態變更為 100 (即將啟用)', '2021-11-01 13:16:00 ~ 更改 GPS 位置', '2021-11-25 15:16:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
深坑帝品苑前停車場站(多站),0d59e7a5-b452-43f1-8ddd-bd4d2f7249d7,新北市深坑區北深路三段165號旁(近東南科技大學),已啟用,25.003395,121.602151,24HR,42 ,"['2019-08-14 14:05:00 ~ 新增建置中狀態為 100 (即將啟用)', '2019-08-22 14:30:00 ~ 啟用', '2022-04-07 10:11:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
新北市臺北大學特定區停一停車場站(多站),0d69c60a-3692-4a54-81dc-481fc809d3e6,新北市樹林區大義路與學成路口(近臺北大學特定區停一停車場),已啟用,24.945283,121.378491,24HR,24 ,"['2020-08-13 14:26:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-10-15 11:26:00 ~ 啟用', '2021-03-22 15:21:00 ~ 更改地址', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-06 05:36:00 ~ 2021-08-07 05:36:00', '2021-08-06 02:38:00 ~ 2021-08-07 02:38:00', '2021-08-06 02:38:00 ~ 2021-08-07 02:38:00', '2021-08-06 02:38:00 ~ 2021-08-07 02:38:00', '2021-08-06 02:38:00 ~ 2021-08-07 02:38:00', '2021-08-06 02:38:00 ~ 2021-08-07 02:38:00', '2021-08-05 08:25:00 ~ 2021-08-06 08:25:00', '2021-08-05 08:25:00 ~ 2021-08-06 08:25:00', '2021-08-03 08:27:00 ~ 2021-08-04 08:27:00', '2021-08-03 08:27:00 ~ 2021-08-04 08:27:00']"
台亞精武加油站,0d74ca55-ff0e-48d0-b65d-457ee3b6f14b,台中市東區精武東路42號(近精武東路與東英路交叉口),已啟用,24.148027,120.706069,24HR,34 ,"['2020-09-26 11:06:00 ~ 更改站名', '2021-06-09 14:31:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00', '2021-07-08 14:30:00 ~ 2021-07-08 17:30:00']"
花蓮市公所站(多站),0d96c2df-d825-48c9-bb45-c4dca39a5e76,花蓮縣花蓮市林森路252號(近復興街/林森路口),已啟用,23.982203,121.606733,24HR,104 ,[],[]
全聯台南裕農店站(多站),0daa7afb-44aa-406b-b7fe-a149a9e9b7e4,台南市東區裕農路400號(近裕農路/裕農路389巷),已啟用,22.98758,120.231162,24HR,44 ,"['2020-07-17 10:46:00 ~ 新增建置中', '2020-07-17 14:06:00 ~ 狀態變更為 100 (即將啟用)', '2020-08-17 10:56:00 ~ 啟用', '2021-05-14 12:31:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
統一速邁樂龍潭二加油站(多站),0dbb132d-a316-40db-8d82-f5277a6aee64,桃園市龍潭區中興路448號(近國軍桃園總醫院),已啟用,24.872387,121.228071,24HR,50 ,"['2021-05-18 12:06:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-05-20 09:31:00 ~ 更改 GPS 位置', '2021-05-20 12:56:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
宏佳騰新竹北大店站,0dd883e2-ec21-480e-abbd-dccdfb43e701,新竹市北區北大路350號(近北大路與少年街口),已啟用,24.805695,120.961431,24HR,34 ,"['2020-04-07 14:15:00 ~ 新增建置中', '2020-04-10 10:20:00 ~ 狀態變更為 100 (即將啟用)', '2020-04-17 10:20:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2021-04-28 13:00:00 ~ 2021-04-28 18:00:00', '2020-10-30 16:11:00 ~ 2020-10-31 16:11:00']"
中油大埔加油站,0e0b6136-29a5-4460-a245-b42fe603afb5,新北市三峽區中正路二段165號(近中正路二段/中正路二段167巷口),已啟用,24.915079,121.366463,24HR,34 ,"['2019-01-14 13:00:00 ~ 新增建置中', '2019-01-15 11:50:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-28 13:00:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-19 09:40:00 ~ 2021-05-19 12:30:00', '2021-05-19 09:40:00 ~ 2021-05-19 12:30:00', '2020-11-20 11:00:00 ~ 2020-11-20 12:30:00', '2020-09-28 15:05:00 ~ 2020-09-29 15:05:00', '2020-09-28 15:05:00 ~ 2020-09-29 15:05:00', '2020-07-24 03:34:00 ~ 2020-07-25 03:34:00', '2020-07-24 03:34:00 ~ 2020-07-25 03:34:00', '2020-06-17 10:50:00 ~ 2020-06-17 13:10:00', '2020-02-20 13:30:00 ~ 2020-02-20 16:00:00', '2020-02-04 11:46:00 ~ 2020-02-05 11:46:00']"
臺北市前港公園站(多站),0e14d601-dff6-4868-bc42-9c45897a3efb,臺北市士林區前港街45號(近前港街/後港街口),已啟用,25.084961,121.521316,24HR,48 ,[],[]
全家中壢青埔店站(多站),0e2ef9bd-e316-4af7-8f4f-d00091fe09a3,桃園市中壢區洽溪里7鄰領航北路二段66號(近領航北路二段/民權路四段交叉口),已啟用,25.00731,121.20221,24HR,50 ,"['2019-10-05 16:35:00 ~ 新增建置中', '2019-11-08 22:16:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-15 11:00:00 ~ 啟用', '2021-12-13 17:46:00 ~ 更改地址敘述']",[]
全聯嘉義民國店站,0e43a809-0e81-4059-be05-d78a8d042686,嘉義市東區民國路30號(近民國路/朝陽街口),已啟用,23.475652,120.460929,24HR,32 ,"['2019-11-01 10:25:00 ~ 新增建置中', '2019-11-13 11:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-22 12:10:00 ~ 啟用', '2020-07-27 19:51:00 ~ 更改 GPS 位置', '2020-07-27 20:51:00 ~ 更改 GPS 位置']","['2021-08-11 12:54:00 ~ 2021-08-12 12:54:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00', '2020-08-14 07:30:00 ~ 2020-08-18 18:00:00']"
北昌路停車場站(多站),0e581ba0-80d5-4fc1-9b07-6c4ed6386a2e,高雄市鳳山區北昌二街(近北昌二街/北昌路口),已啟用,22.64624,120.37233,24HR,48 ,"['2020-06-05 17:15:00 ~ 新增建置中', '2020-07-17 11:06:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-11-20 21:41:00 ~ 啟用']",[]
新北市養工處樹林大安路站(多站),0e5e33da-fa89-40bb-b2fa-eee0cf9ced07,新北市樹林區大安路118號(近家樂福樹林店),已啟用,24.997698,121.422106,24HR,50 ,"['2020-05-06 16:20:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-05-28 17:30:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00', '2021-05-31 18:45:00 ~ 2021-06-01 18:00:00']"
全家政富店站,0e7284ac-6786-4ff9-9293-b9f4c713c31a,台北市文山區指南路二段145號(近政治大學),已啟用,24.987453,121.577154,24HR,18 ,"['2019-10-25 11:00:00 ~ 更改地址', '2019-12-24 07:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-12-27 12:25:00 ~ 啟用', '2019-12-27 14:05:00 ~ 更改地址', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-11-12 11:12:00 ~ 2020-11-13 11:12:00', '2020-10-07 09:55:00 ~ 2020-10-07 13:30:00', '2020-10-07 09:55:00 ~ 2020-10-07 13:30:00', '2020-10-07 09:55:00 ~ 2020-10-07 13:30:00', '2020-10-07 09:55:00 ~ 2020-10-07 13:30:00', '2020-09-17 02:56:00 ~ 2020-09-18 02:56:00', '2020-09-17 02:56:00 ~ 2020-09-18 02:56:00', '2020-09-17 02:56:00 ~ 2020-09-18 02:56:00', '2020-09-17 02:56:00 ~ 2020-09-18 02:56:00', '2020-09-12 12:05:00 ~ 2020-09-13 12:05:00']"
新北市永和仁愛公園站(永平路側)B,0e7a940e-7c3b-4c21-819c-f0d5379d20c3,新北市永和區永平路288號對面(近永平路/永平路290巷2弄口),已啟用,25.012028,121.507917,24HR,26 ,[],[]
新北市國光公園停車場站(多站),0eb6d6e9-e8c6-437a-a07c-32a6a0ac7957,新北市板橋區中正路379巷3弄與中正路325巷口(近國光國小),已啟用,25.019846,121.453853,24HR,50 ,"['2020-10-20 17:36:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-11-11 16:51:00 ~ 更改 GPS 位置', '2021-04-08 11:31:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
Global Mall 屏東站(多站),0effd2cc-a8d9-4447-ad78-9442c41e513a,屏東縣屏東市仁愛路90號(近屏東女中),已啟用,22.673036,120.49305,24HR,36 ,"['2020-06-12 20:15:00 ~ 將已啟用改回建置中', '2020-06-12 22:15:00 ~ 啟用']",[]
